id_venta,id_factura,monto
472,472,1098500
473,473,1924000
474,474,564000
475,475,589000
476,476,630000
477,477,650000
478,478,206000
479,479,750000
480,480,1325000
481,481,36000
482,482,904000
483,483,250500
484,484,1535000
485,485,1801000
486,486,1336000
487,487,2364000
488,488,704000
489,489,2070000
490,490,2050000
491,491,96000
492,492,1386000
493,493,73500
494,494,1520000
495,495,710000
496,496,2416000
497,497,560000
498,498,3448000
499,499,1980000
500,500,618000
501,501,1687000
502,502,1707000
503,503,846000
504,504,823500
505,505,1488000
506,506,1070000
507,507,109500
508,508,2133000
509,509,1393000
510,510,81000
511,511,1525000
512,512,28500
513,513,380000
514,514,809000
515,515,9500
516,516,2840000
517,517,1280000
518,518,1010000
519,519,294000
520,520,940000
521,521,1033000
522,522,1800000
523,523,287500
524,524,3404000
525,525,1756000
526,526,276000
527,527,125000
528,528,9500
529,529,881500
530,530,1635000
531,531,294000
532,532,117000
533,533,1944000
534,534,90000
535,535,788000
536,536,3178000
537,537,1040000
538,538,1345000
539,539,2048500
540,540,155000
541,541,3294000
542,542,830000
543,543,2109000
544,544,109500
545,545,348000
546,546,135000
547,547,96000
548,548,1518500
549,549,182500
550,550,3969500
551,551,233000
552,552,1391500
553,553,1363000
554,554,2318000
555,555,554000
556,556,340000
557,557,630000
558,558,1244000
559,559,1641000
560,560,1376000
561,561,2476000
562,562,2872000
563,563,1320000
564,564,4212000
565,565,1414000
566,566,1444000
567,567,1069000
568,568,2910000
569,569,66500
570,570,54000
571,571,189000
572,572,846000
573,573,500000
574,574,420000
575,575,2019500
576,576,944000
577,577,786500
578,578,96000
579,579,1800000
580,580,210000
581,581,1870000
582,582,1814000
583,583,997000
584,584,966000
585,585,1013000
586,586,1876000
587,587,266500
588,588,59000
589,589,770000
590,590,44000
591,591,380500
592,592,3256000
593,593,760000
594,594,586000
595,595,534000
596,596,2010000
597,597,1062000
598,598,2698000
599,599,3205000
600,600,54000
601,601,563000
602,602,135000
603,603,64000
604,604,658000
605,605,1358000
606,606,1742000
607,607,630000
608,608,232000
609,609,277000
610,610,250000
611,611,3081000
612,612,993000
613,613,32000
614,614,1260000
615,615,99000
616,616,380000
617,617,1588500
618,618,1140000
619,619,1868000
620,620,3880000
621,621,210000
622,622,1687000
623,623,45000
624,624,1145000
625,625,37000
626,626,1550000
627,627,345000
628,628,297500
629,629,1096000
630,630,159000
631,631,840000
632,632,695000
633,633,1868000
634,634,557500
635,635,1994000
636,636,3453500
637,637,278000
638,638,2952000
639,639,44000
640,640,1354000
641,641,1331000
642,642,3957000
643,643,1168000
644,644,907500
645,645,800000
646,646,444000
647,647,1980000
648,648,927000
649,649,3352500
650,650,2443000
651,651,2160000
652,652,829000
653,653,228000
654,654,9500
655,655,613000
656,656,3840000
657,657,1658000
658,658,63500
659,659,2187000
660,660,103000
661,661,1300000
662,662,716000
663,663,2580000
664,664,1315500
665,665,2912000
666,666,2187000
667,667,810000
668,668,2600000
669,669,211000
670,670,295000
671,671,198000
672,672,748000
673,673,18000
674,674,743000
675,675,28500
676,676,171500
677,677,1909000
678,678,1928000
679,679,335500
680,680,314000
681,681,518000
682,682,1437000
683,683,988000
684,684,250000
685,685,1961000
686,686,2548000
687,687,405000
688,688,797000
689,689,135000
690,690,408500
691,691,308000
692,692,1403000
693,693,1749000
694,694,54000
695,695,1587000
696,696,228000
697,697,868000
698,698,360000
699,699,949000
700,700,1662000
701,701,380000
702,702,1695000
703,703,1657000
704,704,54000
705,705,250000
706,706,1000000
707,707,1444000
708,708,2512500
709,709,429500
710,710,201000
711,711,804000
712,712,60500
713,713,376000
714,714,228000
715,715,500000
716,716,64500
717,717,45000
718,718,1361000
719,719,1114000
720,720,1335500
721,721,2310000
722,722,530000
723,723,304000
724,724,784000
725,725,1950000
726,726,846000
727,727,1250000
728,728,90000
729,729,205500
730,730,66000
731,731,2496000
732,732,135000
733,733,1198500
734,734,210000
735,735,1641000
736,736,44000
737,737,1217000
738,738,947000
739,739,45000
740,740,179000
741,741,103000
742,742,2918000
743,743,312000
744,744,1560000
745,745,288500
746,746,848000
747,747,407000
748,748,2560000
749,749,853500
750,750,921000
751,751,887500
752,752,1387500
753,753,2808000
754,754,2180000
755,755,126500
756,756,1950000
757,757,90000
758,758,2229000
759,759,1040000
760,760,3472000
761,761,19000
762,762,1040000
763,763,842000
764,764,192000
765,765,2093500
766,766,439000
767,767,2004000
768,768,18000
769,769,27000
770,770,269500
771,771,1125500
772,772,1443500
773,773,54000
774,774,1593500
775,775,1624500
776,776,380000
777,777,36000
778,778,1950000
779,779,2330000
780,780,32000
781,781,1846000
782,782,1159000
783,783,3784000
784,784,210000
785,785,2368500
786,786,1391500
787,787,519000
788,788,2031000
789,789,4024000
790,790,1672000
791,791,294000
792,792,970000
793,793,443000
794,794,2474000
795,795,196000
796,796,286000
797,797,1443000
798,798,547000
799,799,1636000
800,800,2607500
801,801,1040000
802,802,120500
803,803,990000
804,804,100000
805,805,2035000
806,806,306000
807,807,189000
808,808,1328500
809,809,2094000
810,810,2468000
811,811,2344000
812,812,1500000
813,813,205500
814,814,3090000
815,815,425000
816,816,1300000
817,817,3389000
818,818,110000
819,819,1410000
820,820,904500
821,821,886500
822,822,294000
823,823,28500
824,824,2679000
825,825,609000
826,826,1349000
827,827,3632000
828,828,54000
829,829,1194000
830,830,54000
831,831,250000
832,832,1343000
833,833,1062000
834,834,112000
835,835,1446000
836,836,99000
837,837,1415000
838,838,1260000
839,839,81000
840,840,18000
841,841,2434000
842,842,1377000
843,843,54000
844,844,1714000
845,845,1815000
846,846,250000
847,847,1481500
848,848,27000
849,849,1246000
850,850,226000
851,851,1789000
852,852,1155000
853,853,2398500
854,854,2356000
855,855,2777000
856,856,82500
857,857,1800000
858,858,55500
859,859,1226000
860,860,348000
861,861,2004000
862,862,2089500
863,863,359000
864,864,1717000
865,865,463000
866,866,90000
867,867,1293000
868,868,2044000
869,869,1184000
870,870,159500
871,871,28500
872,872,994000
873,873,1062000
874,874,1660000
875,875,1904500
876,876,1903500
877,877,1882000
878,878,125500
879,879,2256000
880,880,27000
881,881,760000
882,882,1324500
883,883,2551000
884,884,348000
885,885,872000
886,886,1350000
887,887,120000
888,888,180000
889,889,152000
890,890,994000
891,891,1092500
892,892,148000
893,893,1103000
894,894,1344000
895,895,83000
896,896,2106000
897,897,2318000
898,898,2945000
899,899,2573000
900,900,44000
901,901,54000
902,902,542000
903,903,1174000
904,904,122000
905,905,640000
906,906,442000
907,907,2210000
908,908,1739000
909,909,1425000
910,910,1959500
911,911,64000
912,912,1349000
913,913,225000
914,914,2860000
915,915,134000
916,916,520000
917,917,620000
918,918,1068500
919,919,455500
920,920,1216000
921,921,768500
922,922,1978500
923,923,64000
924,924,792000
925,925,756500
926,926,135000
927,927,135000
928,928,100000
929,929,1290000
930,930,1422000
931,931,380000
932,932,64000
933,933,1159000
934,934,171000
935,935,36500
936,936,905000
937,937,2334000
938,938,66000
939,939,452000
940,940,826000
941,941,1687500
942,942,210000
943,943,98000
944,944,90000
945,945,1466000
946,946,760000
947,947,144000
948,948,1950000
949,949,55000
950,950,64000
951,951,1582000
952,952,250000
953,953,196000
954,954,1935000
955,955,1810000
956,956,2185000
957,957,118000
958,958,221000
959,959,1060000
960,960,135000
961,961,520000
962,962,339000
963,963,1560000
964,964,551000
965,965,465500
966,966,760000
967,967,270500
968,968,228000
969,969,1120000
970,970,90000
971,971,4550000
972,972,2462000
973,973,3691000
974,974,1805500
975,975,2432000
976,976,330000
977,977,122500
978,978,1266000
979,979,2220000
980,980,2080000
981,981,1686000
982,982,329000
983,983,1680000
984,984,1186500
985,985,1094000
986,986,18000
987,987,903500
988,988,500000
989,989,54000
990,990,1140000
991,991,76000
992,992,64000
993,993,228000
994,994,2046000
995,995,628000
996,996,1435000
997,997,72500
998,998,3380000
999,999,614500
1000,1000,4247000
1001,1001,246000
1002,1002,1091500
1003,1003,931500
1004,1004,358000
1005,1005,767000
1006,1006,96000
1007,1007,439000
1008,1008,1560000
1009,1009,984000
1010,1010,1140000
1011,1011,18000
1012,1012,9500
1013,1013,277000
1014,1014,982000
1015,1015,1771000
1016,1016,36000
1017,1017,274000
1018,1018,838000
1019,1019,294000
1020,1020,2106500
1021,1021,826000
1022,1022,1460000
1023,1023,1490000
1024,1024,2567000
1025,1025,66000
1026,1026,1054000
1027,1027,584000
1028,1028,2100000
1029,1029,19000
1030,1030,1398000
1031,1031,1336000
1032,1032,364000
1033,1033,1544000
1034,1034,1043000
1035,1035,1658000
1036,1036,1343500
1037,1037,81000
1038,1038,934500
1039,1039,1000000
1040,1040,1596000
1041,1041,650000
1042,1042,657000
1043,1043,90000
1044,1044,434000
1045,1045,2174000
1046,1046,1275000
1047,1047,64000
1048,1048,196000
1049,1049,1345500
1050,1050,393000
1051,1051,241000
1052,1052,1292000
1053,1053,110000
1054,1054,630000
1055,1055,868000
1056,1056,2247500
1057,1057,1604000
1058,1058,2559000
1059,1059,637000
1060,1060,630000
1061,1061,771000
1062,1062,2035500
1063,1063,49000
1064,1064,1130000
1065,1065,1578000
1066,1066,1750500
1067,1067,3483000
1068,1068,522000
1069,1069,1102000
1070,1070,905000
1071,1071,760000
1072,1072,925000
1073,1073,2401000
1074,1074,579000
1075,1075,2607000
1076,1076,27000
1077,1077,718000
1078,1078,2330000
1079,1079,2036000
1080,1080,2594000
1081,1081,460000
1082,1082,844500
1083,1083,2481000
1084,1084,2146000
1085,1085,2194000
1086,1086,9500
1087,1087,458000
1088,1088,856000
1089,1089,66000
1090,1090,1836000
1091,1091,1943000
1092,1092,18000
1093,1093,1534000
1094,1094,912000
1095,1095,1258000
1096,1096,1421000
1097,1097,998500
1098,1098,1844000
1099,1099,1194500
1100,1100,398000
1101,1101,474000
1102,1102,760000
1103,1103,1398000
1104,1104,875000
1105,1105,27000
1106,1106,55500
1107,1107,509500
1108,1108,1780000
1109,1109,726000
1110,1110,1560000
1111,1111,2359000
1112,1112,1438500
1113,1113,1180500
1114,1114,196000
1115,1115,250000
1116,1116,250000
1117,1117,792000
1118,1118,1832000
1119,1119,135000
1120,1120,1506000
1121,1121,1008000
1122,1122,1136000
1123,1123,724000
1124,1124,281000
1125,1125,282000
1126,1126,678500
1127,1127,64000
1128,1128,1243500
1129,1129,1133000
1130,1130,2534000
1131,1131,731000
1132,1132,2864000
1133,1133,1507000
1134,1134,552000
1135,1135,1212000
1136,1136,3335000
1137,1137,27000
1138,1138,1782000
1139,1139,2040000
1140,1140,2107500
1141,1141,36000
1142,1142,760000
1143,1143,216000
1144,1144,430000
1145,1145,399000
1146,1146,1729000
1147,1147,420000
1148,1148,412000
1149,1149,2375500
1150,1150,616000
1151,1151,900000
1152,1152,1390000
1153,1153,66000
1154,1154,90000
1155,1155,915000
1156,1156,4780000
1157,1157,630000
1158,1158,1389500
1159,1159,297000
1160,1160,1248000
1161,1161,28500
1162,1162,4314000
1163,1163,1203500
1164,1164,22000
1165,1165,494000
1166,1166,766500
1167,1167,2338500
1168,1168,250000
1169,1169,4390000
1170,1170,102000
1171,1171,1185000
1172,1172,90000
1173,1173,1043000
1174,1174,1902000
1175,1175,81000
1176,1176,162000
1177,1177,895000
1178,1178,9500
1179,1179,81000
1180,1180,66000
1181,1181,573500
1182,1182,2340000
1183,1183,1354000
1184,1184,750000
1185,1185,2180000
1186,1186,3620000
1187,1187,19000
1188,1188,750000
1189,1189,961000
1190,1190,94500
1191,1191,357500
1192,1192,3555000
1193,1193,720000
1194,1194,1532000
1195,1195,2304000
1196,1196,654000
1197,1197,939000
1198,1198,311000
1199,1199,1741000
1200,1200,1261500
1201,1201,750000
1202,1202,220000
1203,1203,235000
1204,1204,859000
1205,1205,715000
1206,1206,882000
1207,1207,482000
1208,1208,515000
1209,1209,541000
1210,1210,730000
1211,1211,2050000
1212,1212,142000
1213,1213,36000
1214,1214,768000
1215,1215,520000
1216,1216,1642000
1217,1217,4484500
1218,1218,826000
1219,1219,60500
1220,1220,145000
1221,1221,1670000
1222,1222,81000
1223,1223,417000
1224,1224,1064000
1225,1225,610000
1226,1226,294000
1227,1227,3080000
1228,1228,943000
1229,1229,545000
1230,1230,1776000
1231,1231,1078000
1232,1232,2004000
1233,1233,1594000
1234,1234,465000
1235,1235,81000
1236,1236,2225000
1237,1237,1304000
1238,1238,81000
1239,1239,196000
1240,1240,27000
1241,1241,1185000
1242,1242,81000
1243,1243,28500
1244,1244,19000
1245,1245,250000
1246,1246,474000
1247,1247,58000
1248,1248,520000
1249,1249,22000
1250,1250,1156000
1251,1251,1125000
1252,1252,1311500
1253,1253,226000
1254,1254,2583000
1255,1255,2520000
1256,1256,5010000
1257,1257,22000
1258,1258,2059500
1259,1259,2085000
1260,1260,2334000
1261,1261,387000
1262,1262,890500
1263,1263,44000
1264,1264,258000
1265,1265,1087000
1266,1266,860000
1267,1267,32000
1268,1268,19000
1269,1269,96000
1270,1270,2200000
1271,1271,2310000
1272,1272,1040000
1273,1273,1950000
1274,1274,1897500
1275,1275,2404000
1276,1276,81000
1277,1277,306000
1278,1278,2614000
1279,1279,1189000
1280,1280,1611000
1281,1281,1840000
1282,1282,1681000
1283,1283,289000
1284,1284,1040000
1285,1285,1390000
1286,1286,3461000
1287,1287,2924000
1288,1288,543000
1289,1289,345000
1290,1290,900000
1291,1291,1029000
1292,1292,2600000
1293,1293,1122000
1294,1294,27000
1295,1295,929500
1296,1296,318000
1297,1297,532000
1298,1298,3394000
1299,1299,3181000
1300,1300,889500
1301,1301,532000
1302,1302,956000
1303,1303,1522000
1304,1304,1059000
1305,1305,1439000
1306,1306,199000
1307,1307,1963000
1308,1308,1440000
1309,1309,795000
1310,1310,981000
1311,1311,804000
1312,1312,740000
1313,1313,501000
1314,1314,510000
1315,1315,98000
1316,1316,1048000
1317,1317,1300000
1318,1318,1695000
1319,1319,150000
1320,1320,338000
1321,1321,760000
1322,1322,135000
1323,1323,98000
1324,1324,1644000
1325,1325,2416000
1326,1326,1336000
1327,1327,1398000
1328,1328,782000
1329,1329,950500
1330,1330,82500
1331,1331,2322000
1332,1332,4488000
1333,1333,2937000
1334,1334,478000
1335,1335,824000
1336,1336,2308000
1337,1337,2462000
1338,1338,766000
1339,1339,1641000
1340,1340,233000
1341,1341,1450000
1342,1342,1007000
1343,1343,867000
1344,1344,939000
1345,1345,81000
1346,1346,1046000
1347,1347,229000
1348,1348,750000
1349,1349,1615000
1350,1350,1400500
1351,1351,2626000
1352,1352,274000
1353,1353,1417000
1354,1354,543500
1355,1355,88000
1356,1356,1030000
1357,1357,1429000
1358,1358,64000
1359,1359,73500
1360,1360,228000
1361,1361,210000
1362,1362,590000
1363,1363,32000
1364,1364,858000
1365,1365,649000
1366,1366,28500
1367,1367,370000
1368,1368,702000
1369,1369,32000
1370,1370,1792000
1371,1371,3263000
1372,1372,483000
1373,1373,3044000
1374,1374,297000
1375,1375,1132000
1376,1376,1140000
1377,1377,2138000
1378,1378,82500
1379,1379,3767000
1380,1380,100000
1381,1381,1674500
1382,1382,72500
1383,1383,2504000
1384,1384,1739000
1385,1385,144000
1386,1386,191000
1387,1387,1470000
1388,1388,1185000
1389,1389,103000
1390,1390,420000
1391,1391,1372500
1392,1392,135000
1393,1393,801000
1394,1394,36000
1395,1395,1862000
1396,1396,456000
1397,1397,1526000
1398,1398,1000000
1399,1399,22000
1400,1400,581000
1401,1401,777000
1402,1402,804000
1403,1403,1890000
1404,1404,2737000
1405,1405,96000
1406,1406,3423000
1407,1407,680000
1408,1408,140000
1409,1409,3063000
1410,1410,64000
1411,1411,1790000
1412,1412,277000
1413,1413,1466000
1414,1414,45000
1415,1415,294000
1416,1416,808000
1417,1417,210000
1418,1418,1825500
1419,1419,2984000
1420,1420,714000
1421,1421,353500
1422,1422,1482500
1423,1423,2178000
1424,1424,1178500
1425,1425,1097500
1426,1426,66000
1427,1427,2478000
1428,1428,2673000
1429,1429,1529000
1430,1430,2290000
1431,1431,1586000
1432,1432,1300000
1433,1433,2181000
1434,1434,1231000
1435,1435,723500
1436,1436,1716000
1437,1437,850000
1438,1438,217500
1439,1439,90000
1440,1440,1042000
1441,1441,1818000
1442,1442,1141000
1443,1443,128500
1444,1444,594000
1445,1445,1740000
1446,1446,1788000
1447,1447,36000
1448,1448,1324000
1449,1449,3066000
1450,1450,1429000
1451,1451,345000
1452,1452,771000
1453,1453,574000
1454,1454,92500
1455,1455,1822000
1456,1456,1040000
1457,1457,1305000
1458,1458,1686500
1459,1459,3634500
1460,1460,2306000
1461,1461,2283500
1462,1462,32000
1463,1463,1789000
1464,1464,1560000
1465,1465,520000
1466,1466,1434000
1467,1467,666000
1468,1468,502500
1469,1469,1812000
1470,1470,54000
1471,1471,54000
1472,1472,86000
1473,1473,412000
1474,1474,1615000
1475,1475,507500
1476,1476,32000
1477,1477,474000
1478,1478,294000
1479,1479,3190000
1480,1480,1564000
1481,1481,765000
1482,1482,3092000
1483,1483,90500
1484,1484,96000
1485,1485,710000
1486,1486,1876000
1487,1487,2318000
1488,1488,1184000
1489,1489,182000
1490,1490,2886000
1491,1491,1140000
1492,1492,98000
1493,1493,262000
1494,1494,66000
1495,1495,1140000
1496,1496,163000
1497,1497,2214000
1498,1498,18000
1499,1499,470000
1500,1500,316000
1501,1501,815000
1502,1502,100000
1503,1503,2978500
1504,1504,1238000
1505,1505,1140000
1506,1506,875000
1507,1507,956000
1508,1508,22000
1509,1509,32000
1510,1510,19000
1511,1511,1525000
1512,1512,675000
1513,1513,99500
1514,1514,2098500
1515,1515,860000
1516,1516,54000
1517,1517,2083000
1518,1518,2046000
1519,1519,96000
1520,1520,720000
1521,1521,2017000
1522,1522,655000
1523,1523,250000
1524,1524,96000
1525,1525,105500
1526,1526,1191000
1527,1527,45500
1528,1528,2335000
1529,1529,294000
1530,1530,2085000
1531,1531,1209000
1532,1532,895000
1533,1533,1980000
1534,1534,922000
1535,1535,668000
1536,1536,3156000
1537,1537,760000
1538,1538,608000
1539,1539,436000
1540,1540,3676000
1541,1541,1689000
1542,1542,9500
1543,1543,250000
1544,1544,1040000
1545,1545,32000
1546,1546,2062000
1547,1547,210000
1548,1548,3120000
1549,1549,2263000
1550,1550,3298000
1551,1551,778000
1552,1552,1598000
1553,1553,2252000
1554,1554,500000
1555,1555,931000
1556,1556,1920000
1557,1557,2626000
1558,1558,672000
1559,1559,555500
1560,1560,1893000
1561,1561,4810000
1562,1562,566000
1563,1563,1841000
1564,1564,539000
1565,1565,210000
1566,1566,2060000
1567,1567,511000
1568,1568,254000
1569,1569,2718000
1570,1570,28500
1571,1571,174000
1572,1572,2122000
1573,1573,199000
1574,1574,4938500
1575,1575,704000
1576,1576,2340000
1577,1577,3668500
1578,1578,522000
1579,1579,2053500
1580,1580,1372000
1581,1581,1729000
1582,1582,2329500
1583,1583,45000
1584,1584,1343500
1585,1585,961000
1586,1586,2498000
1587,1587,369500
1588,1588,1300000
1589,1589,4245000
1590,1590,63500
1591,1591,523000
1592,1592,213000
1593,1593,215000
1594,1594,804000
1595,1595,1039000
1596,1596,294000
1597,1597,32000
1598,1598,4336000
1599,1599,630000
1600,1600,2244000
1601,1601,120000
1602,1602,1318000
1603,1603,996500
1604,1604,36000
1605,1605,1340000
1606,1606,1173500
1607,1607,22000
1608,1608,2085000
1609,1609,630000
1610,1610,66000
1611,1611,196000
1612,1612,210000
1613,1613,22000
1614,1614,2224500
1615,1615,90000
1616,1616,2681000
1617,1617,2366000
1618,1618,64000
1619,1619,1790000
1620,1620,2782000
1621,1621,760000
1622,1622,519000
1623,1623,1124000
1624,1624,630000
1625,1625,2100000
1626,1626,1330000
1627,1627,1216000
1628,1628,2090000
1629,1629,54000
1630,1630,1578000
1631,1631,19000
1632,1632,132500
1633,1633,1980000
1634,1634,669000
1635,1635,2015000
1636,1636,2288000
1637,1637,422000
1638,1638,448500
1639,1639,1938000
1640,1640,189500
1641,1641,1288500
1642,1642,2830000
1643,1643,2100000
1644,1644,1106000
1645,1645,223000
1646,1646,1795000
1647,1647,308000
1648,1648,448000
1649,1649,954000
1650,1650,2687000
1651,1651,228000
1652,1652,541000
1653,1653,166500
1654,1654,1600500
1655,1655,2467000
1656,1656,502000
1657,1657,978000
1658,1658,420000
1659,1659,720500
1660,1660,4228000
1661,1661,1039000
1662,1662,564000
1663,1663,520000
1664,1664,179000
1665,1665,90000
1666,1666,1570000
1667,1667,765000
1668,1668,64000
1669,1669,556000
1670,1670,691000
1671,1671,434000
1672,1672,45000
1673,1673,1682000
1674,1674,536000
1675,1675,885000
1676,1676,1560000
1677,1677,656000
1678,1678,216000
1679,1679,353000
1680,1680,749500
1681,1681,2756000
1682,1682,1268500
1683,1683,760000
1684,1684,2326000
1685,1685,292000
1686,1686,796000
1687,1687,1790000
1688,1688,54000
1689,1689,98000
